co_cli;tip_cli;cli_des;ven_des
"503167602       ";"00    ";SERVI CARROCERIA DF., C.A;YOSCAIDI CHACON
"503169648       ";"00    ";MULTISERVICIOS PERESILVA 2023 C.A.;LENIN GONZALEZ
"503170476       ";"00    ";EMPRENDIMIENTO JOSE PEREZ 91;JOSÉ DOMINGO TORTOLERO ROMÁN
"503177977       ";"00    ";LUBRIDINAMICOS LUXAM 2022, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"503178019       ";"00    ";MULTISERVICIOS PAVO CARS, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"503198010       ";"00    ";INVERSIONES FORTUNA 2402, C.A. (INVERSIONES FORTUNA 2402, C.A);ALEXANDER REVEROL
"503214236       ";"00    ";MOTO REPUESTOS GUAICAIPURO C.A.;LENIN GONZALEZ
"503228342       ";"00    ";MATERIALES FERMAT C.A.;GABRIEL RAMIREZ
"503268956       ";"00    ";MULTISERVICIOS Y AUTOLAVADO NEW CARS, C.A;ALEXANDER REVEROL
"503277475       ";"00    ";TOYO REPUESTOS TR. C.A;ALEXANDER REVEROL
"503304871       ";"00    ";AUTO PARTS LOS HERMANOS 365, C.A;YOSCAIDI CHACON
"503316934       ";"00    ";NOMAD MACARACUAY C.A;FRANCISCO CARVAJAL
"503317973       ";"00    ";SERVIMOTOS 55 C.A.;GABRIEL RAMIREZ
"503327707       ";"00    ";1080 ZIP MARKET C.A.;FRANCISCO CARVAJAL
"503336501       ";"00    ";N&A REPUESTOS Y SERVICIOS, C.A;HEMIL GUERRERO
"503360925       ";"00    ";DISTRBUIDORA VILLA LOS MANGOS, C.A.;ELVIS MERCADO
"503370211       ";"00    ";REPUESTOS AVENDAÑO 2023, C.A;YOSCAIDI CHACON
"503376309       ";"00    ";PANKI GARAGE C.A.;PAOLO FALCONE
"503383020       ";"00    ";AUTOMOTRIZ YASI C.A;ALEXANDER REVEROL
"503424680       ";"00    ";INVERSIONES Y SERVICIOS EL CARMEN 2022, C.A;HÉCTOR JOSE JARAMILLO MORENO
"5034276681      ";"00    ";DETROIT AUTOSERVICE BY MAXIREPUESTOS C.A.;HEMIL GUERRERO
"503470305       ";"00    ";EMPRENDIMIENTO ANTONY MARQUEZ;YOSCAIDI CHACON
"503490888       ";"00    ";EMPRENDIMIENTO GIOVANNA QUERALES;CINDY ORTIZ
"503513276       ";"00    ";OMEGA CARS REPUESTOS Y SERVICIOS C.A.;GABRIEL RAMIREZ
"503515252       ";"00    ";LA SUPER BATERIA B.D. C.A.;YOSCAIDI CHACON
"503549572       ";"00    ";EXPOTIRES, C.A.;YANIRIA ADRIANA GUTIERREZ PEREZ
"503553251       ";"00    ";NEUMATICOS SANTA MONICA, C.A;EDUARDO LUIS PULIDO LEON
"503570539       ";"00    ";ALMACENADORA SIRIUS CORP, C.A.;RM OFICINA
"503574976       ";"00    ";DISTRIBUIDORA DE AUTOREPUESTOS PITVAL 2022, C.A;DORIALIS MUCHELL
"503602627       ";"00    ";AUTOREPUESTOS LOS LIDERES, C.A;DANIELA VALENTINA PINTO GUEVARA
"503624582       ";"00    ";EVOLUTION CARS 2000 C.A.;FRANCISCO CARVAJAL
"503625384       ";"00    ";MULTISERVICIO MOCASUS, C.A;STEFANNY JUDITH DUARTE ALAMBARRIO
"503634510       ";"00    ";EMPRENDIMIENTO TIBISAY HERNANDEZ 3;JOSÉ DOMINGO TORTOLERO ROMÁN
"503635681       ";"00    ";INVERSIONES A Q JONATHAN, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"503644940       ";"00    ";MOTO REPUESTOS ABRAHAM, C.A;YOSCAIDI CHACON
"5036648856      ";"00    ";INVERSIONES JKVS 2023, C.A;RODRIGUEZ JOSE GERARDO
"503688220       ";"00    ";REPUESTOS Y SERVICIOS VENPOR 3, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"503688912       ";"00    ";AUTOSERVICIOS DONDE RIVAS, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"503695501       ";"00    ";R&K GLOBAL PARTS C.A.;HEMIL GUERRERO
"503706543       ";"00    ";AUTOSERVICIOS Y CAUCHOS AVILA C.A.;FRANCISCO CARVAJAL
"503718102       ";"00    ";MOTO NUNES C.A.;LENIN GONZALEZ
"503737611       ";"00    ";CHECK ENGINE AUTO PART, C.A;YOSCAIDI CHACON
"503738200       ";"00    ";EN LA VIA H AND K C.A.;GABRIEL RAMIREZ
"503751061       ";"00    ";APG MOTORS, C.A;YOSCAIDI CHACON
"503769637       ";"00    ";MULTISERVICIOS JHED 2023, CA;JOSÉ DOMINGO TORTOLERO ROMÁN
"503785861       ";"00    ";EMPRENDIMIENTO GLASMARY MALDONADO;JOSÉ DOMINGO TORTOLERO ROMÁN
"503794658       ";"00    ";MULTITIENDA & AUTOSERVICIOS EL PORTU, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"503823801       ";"00    ";AUTO SERVICIOS Y ACCESORIOS LOS MARACUCHOS 2328 C.A.;GABRIEL RAMIREZ
"503838817       ";"00    ";SUPLIDORES VENPIN, C.A;YOSCAIDI CHACON
"503845538       ";"00    ";MULTIMILLA C.A.;LENIN GONZALEZ
"503888725       ";"00    ";CAUCHOS DON ROSSO, C.A;YANIRIA ADRIANA GUTIERREZ PEREZ
"503888954       ";"00    ";AUTO REPUESTOS YOJANIS, C.A.;YOSCAIDI CHACON
"503909102       ";"00    ";SERVICIOS TECNICOS MELEAN, C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"503945648       ";"00    ";GRUPO PLUS1, C.A;RODRIGUEZ JOSE GERARDO
"503946717       ";"00    ";MILTISERVICIOS YAHVE LOS CEDROS C.A.;FRANCO MAZZARINO DI LISO
"503955970       ";"00    ";CORPORACION VENELJET, C.A.;GABRIEL RAMIREZ
"503978139       ";"00    ";MULTISERVICIOS GLYM CARS-1, C.A;ALEXANDER REVEROL
"503993243       ";"00    ";EMPRENDIMIENTO ROBERTO FALOPPA;FRANCISCO CARVAJAL
"503999586       ";"00    ";MULTISERVICIOS PEDRO CARS 2312, C.A.;FRANCISCO CARVAJAL
"504012173       ";"00    ";MULTISERVICIOS ZONA KARS CCS C.A.;LENIN GONZALEZ
"504024325       ";"00    ";EN LA VIA 2023 C.A.;GABRIEL RAMIREZ
"504039845       ";"00    ";EMPRENDIMIENTO SONIA SALONES;JOSÉ DOMINGO TORTOLERO ROMÁN
"504046337       ";"00    ";LA FORTALEZA MHE C.A;ALEXANDER JOSE MALPICA GARCIA
"504071820       ";"00    ";TOÑO TIRES GARAGE, C.A.;FRANCISCO CARVAJAL
"504083048       ";"00    ";CASA DE REPUESTOS OB 2022 C.A.;GABRIEL RAMIREZ
"504098930       ";"00    ";MOTO REPUESTOS Y PARTS NEW HORIZONTE, C.A.;ALEXANDER REVEROL
"504101184       ";"00    ";TECNOLOGIA MECÁNICA THE ROSE, C.A;YANIRIA ADRIANA GUTIERREZ PEREZ
"504111163       ";"00    ";FABRICACION Y DISTRIBUIDORA SARIGARI $ C.A;HÉCTOR JOSE JARAMILLO MORENO
"504117412       ";"00    ";GRUPO MAQUINA JR C.A.;GABRIEL RAMIREZ
"504119237       ";"00    ";CORPORACION MAXPO C.A.;FRANCISCO CARVAJAL
"504146765       ";"00    ";COMERCIALIZADORA AMORCS25, C.A.;GABRIEL RAMIREZ
"504154598       ";"00    ";INVERSIONES MULTIMOTO 18 CA.;GABRIEL RAMIREZ
"504161179       ";"00    ";EITHAN MULTISERVICIOS C.A.;JOHENDER GIRO
"504171247       ";"00    ";EMPRENDIMIENTO DAYANA VASQUEZ;JOSÉ DOMINGO TORTOLERO ROMÁN
"504181358       ";"00    ";EMPRENDIMIENTO VIOLETA HERNANDEZ;JOSÉ DOMINGO TORTOLERO ROMÁN
"504205915       ";"00    ";INVERSIONES KADOSHA 2023 C.A.;JOHENDER GIRO
"504222641       ";"00    ";INVERSIONES BL 28 C.A;KELLENYN GRITTA SAKKAL GUERRERO
"504234303       ";"00    ";DJ CARS REPUESTOS VZLA. C.A.;ALEXANDER JOSE MALPICA GARCIA
"504331163       ";"00    ";MOTO COSTA PLUS, C.A.;RODRIGUEZ JOSE GERARDO
"504336530       ";"00    ";FORD PLANET, C.A;ALEXANDER JOSE MALPICA GARCIA
"504355577       ";"00    ";LG GLOBAL C.A.;JOHENDER GIRO
"504368881       ";"00    ";DISTRIBUIDORA AZEM 2023, C.A;OFICINA/ LUIS PULIDO
"504414565       ";"00    ";ESCUDERIA CAPELO, C.A;DORIALIS MUCHELL
"504420557       ";"00    ";SERVI LA GROTTA, C.A;JUVEMIR TORCAT
"504423688       ";"00    ";AUTOS REPUESTOS GUAYANA 25, C.A;ALEXANDER REVEROL
"504449563       ";"00    ";DISTRIBUIDORA YAKO 2023 C.A;ALEXANDER REVEROL
"504521078       ";"00    ";AUTOREPUESTOS Y ACCESORIOS LOS MORROS AMONINA SLM, C.A;OFICINA/ LUIS PULIDO
"504544396       ";"00    ";AUTO REPUESTO LOS CEDROS G.A. C.A.;KELLENYN GRITTA SAKKAL GUERRERO
"504565237       ";"00    ";MULTISERVICIOS LVC GUACARA C.A;YOSCAIDI CHACON
"504571660       ";"00    ";MULTISERVICIOS YARACUY 2023 C.A;YOSCAIDI CHACON
"504578223       ";"00    ";GALAXIA LPG C.A.;PAOLO FALCONE
"504603139       ";"00    ";NOVA CARWASH C.A.;OFICINA
"504624063       ";"00    ";MATT MOTORSA RT C.A.;GABRIEL RAMIREZ
"504647144       ";"00    ";EMPRENDIMIENTO JOSE HERNANDEZ 161;JOSÉ DOMINGO TORTOLERO ROMÁN
"504655570       ";"00    ";ZONA TRUCK CAGUA C.A;ALEXANDER REVEROL
"504706736       ";"00    ";INVERSIONES L&L 2120, C.A;KELLENYN GRITTA SAKKAL GUERRERO
"504708194       ";"00    ";TRINI AUTOLAVADO Y MULTISERVICIOS C.A.;GABRIEL RAMIREZ
"504727822       ";"00    ";CRUISER PARTS SUPER STORE, C.A;JOHENDER GIRO
"504731277       ";"00    ";RODI PARTES TC, C.A.;ALEXANDER REVEROL
"504734926       ";"00    ";ACERO OIL 2024 C.A.;OFICINA
"504737445       ";"00    ";EMPRENDIMIENTO MERLIN PALMAR;ALEXANDER REVEROL
"504760900       ";"00    ";TALLERESLEO245-1 C.A.;IVAN MACUCHA
"504804410       ";"00    ";AUTO BOOM SERVICES, C.A;OFICINA/ LUIS PULIDO
"504812412       ";"05    ";DISTRIBUIDORA DON RUEDAS C.A.;OFICINA
"504814776       ";"00    ";INVERSIONES M3 AUTO PARTS, C.A;KELLENYN GRITTA SAKKAL GUERRERO
"504815683       ";"00    ";RS-MOTO MARKET, C.A;REYNALDO HAHN
"504829510       ";"00    ";INVERSIONES SERVICARGO C.A;KELLENYN GRITTA SAKKAL GUERRERO
"504831751       ";"00    ";INVERSIONES H&M CARS 2024, C.A;RODRIGUEZ JOSE GERARDO
"504851701       ";"00    ";J&M MOTO SERVICE, C.A;DORIALIS MUCHELL
"504852546       ";"00    ";INVERSIONES MOTORRAD LA MERCEDES C,A,;FRANCISCO CARVAJAL
"504877875       ";"00    ";CORPORACION ANTARTIS33 C.A.;JUVEMIR TORCAT
"504892971       ";"00    ";DIMCAUCHO EXPRESS III C.A.;OFICINA
"504897493       ";"00    ";PAVEO CARS IMPORT, C.A;ALEXANDER REVEROL
"504957364       ";"00    ";AUTOREPUESTOS Y ACCESORIOS LAS MERCEDES, C.A;ALEXANDER REVEROL
"504977802       ";"00    ";BIG WHELLS C.A.;GABRIEL RAMIREZ
"505009079       ";"00    ";MULTISERVICIO CARABOBO C.A.;YANIRIA ADRIANA GUTIERREZ PEREZ
"505033425       ";"00    ";AUTOPLUX, C,A.;KELLENYN GRITTA SAKKAL GUERRERO
"505117432       ";"00    ";TU RECAMBIO MW 2022, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"505146874       ";"00    ";FERRE PIN MAS C.A;YOSCAIDI CHACON
"505171054       ";"00    ";ANTHONYS FILTROS & MF;DORIALIS MUCHELL
"505199480       ";"00    ";GRUPO 3 AUTOMOTRIZ C.A.;LENIN GONZALEZ
"505238744       ";"00    ";COMERCIALIZADORA SHAMMAH 1114 C.A.;GABRIEL RAMIREZ
"505239155       ";"00    ";AUTOS VIP 22, C.A.;OFICINA
"505253042       ";"00    ";CHEVROMARIPEREZ C.A.;GABRIEL RAMIREZ
"505290223       ";"00    ";CENTER MOTORS 2024, C.A;ALEXANDER REVEROL
"505306189       ";"00    ";EMPRENDIMIENTO BRIWER ABREU;RODRIGUEZ JOSE GERARDO
"505383060       ";"00    ";AS B.M ALIXON, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"505404083       ";"00    ";DISTRIBUIDORA ECOLUB 2024 C.A.;GABRIEL RAMIREZ
"505474103       ";"00    ";EMPRENDIMIENTO CESAR GONZALEZ 20;ALEXANDER REVEROL
"505550101       ";"00    ";GRUPO VENMOTOR, C.A;EDUARDO LUIS PULIDO LEON
"505611143       ";"00    ";MATERIALES JCL, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"505658476       ";"00    ";EMPRENDIMIENTO DALWIN VILLEGAS;ALEXANDER JOSE MALPICA GARCIA
"505699504       ";"00    ";EMPRENDIMIENTO JOSE RIERA 9;ALEXANDER REVEROL
"505701045       ";"00    ";THE BIG MOTO CENTER, C.A;LENIN GONZALEZ
"505721836       ";"00    ";FILTROS OLIVET, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"505766708       ";"00    ";2J&M CARS, C.A;RODRIGUEZ JOSE GERARDO
"5059643         ";"00    ";ALÍ HERRERA;OFICINA/ LUIS PULIDO
"505982656       ";"00    ";CASA DE REPUESTO PEROZO, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"505984187       ";"00    ";CAR WASH UNICENTRO, C.A;RODRIGUEZ JOSE GERARDO
"505990845       ";"00    ";MULTIREPUESTOS EL COMBITO C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"506048140       ";"00    ";ACEROOIL FUEL AND PARTS, C.A;OFICINA/ LUIS PULIDO
"506059444       ";"00    ";EMPREDIMIENTO EXDER PANTOJA;RODRIGUEZ JOSE GERARDO
"506085755       ";"00    ";MULTISERVICIOS EL POLLO 2023 C.A;RODRIGUEZ JOSE GERARDO
"506153742       ";"00    ";CONSORCIO PROCURA CENTER C.A;LUIS CARRILLO
"506160633       ";"00    ";MOTO ARABE OCHOA J.C, C.A;ALEXANDER REVEROL
"506223201       ";"00    ";SUPER FILTROS Y REPUESTOS 2024, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"506274329       ";"01    ";DISTRICAUCHOS ORIENTE C.A.;RM OFICINA
"506275430       ";"00    ";TOYOTENGO C.A.;PAOLO FALCONE
"5063542         ";"00    ";ENZO LA ROCA;RM OFICINA
"506357160       ";"00    ";ELECTRO AIRE NEY 1;JOSÉ DOMINGO TORTOLERO ROMÁN
"506480751       ";"00    ";EMPRENDIMIENTO WUALFRE TORRES;JOSÉ DOMINGO TORTOLERO ROMÁN
"506489848       ";"00    ";GRUPO WD4MM C.A.;PAOLO FALCONE
"506607905       ";"00    ";KING MOTORS REPUESTOS 2025 C.A.;LENIN GONZALEZ
"506646609       ";"00    ";EMPRENDIMIENTO EDGAR VILLALBA 3;YOSCAIDI CHACON
"506650100       ";"00    ";VAL VAL 16 C.A.;GABRIEL RAMIREZ
"506686198       ";"00    ";EMPRENDIMIENTO OMAR VILERA 2.;JOHENDER GIRO
"506725762       ";"00    ";EMPRENDIMIENTO JUAN GRIMALDI;ALEXANDER REVEROL
"506731681       ";"00    ";INVERSIONES Y PERIQUITOS TIMO C.A.;JOHENDER GIRO
"506766620       ";"00    ";LUBRIMAX 5J, C.A;ALEXANDER REVEROL
"506777355       ";"00    ";RHINO 4X4 PARTS C.A;OFICINA/ LUIS PULIDO
"506854686       ";"00    ";DISTRIBUIDORA L&H DE FILTROS Y ACCESORIOS 2025, C.A;DORIALIS MUCHELL
"506859491       ";"00    ";SERVICIOS M2M C.A.;GABRIEL RAMIREZ
"506861720       ";"00    ";TOBI MOTO 25 C.A;RODRIGUEZ JOSE GERARDO
"506883015       ";"00    ";MOTOR OIL CARABOBO, C.A;DORIALIS MUCHELL
"506898071       ";"00    ";REPUESTOS MISTER MUNDO, C.A;YOSCAIDI CHACON
"507000427       ";"00    ";PRODIGY CUSTOMS C.A.;LENIN GONZALEZ
"507019616       ";"00    ";TODO MOTO SPEED C.A.;GABRIEL RAMIREZ
"507072878       ";"00    ";DTLS AUTOPARTES 2025 C.A.;GABRIEL RAMIREZ
"507082440       ";"01    ";MR CAUCHO CCS C.A.;JOHENDER GIRO
"507146138       ";"00    ";MULTISERVICIOS RSRS 2025 C.A.;GABRIEL RAMIREZ
"5071774         ";"00    ";RAFAEL OCHOA;OFICINA
"507272109       ";"00    ";AUTOPARTS EMMANUEL 2025 C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"507303098       ";"00    ";EMPRENDIMIENTO MARIANGEL HIDALGO 3;RODRIGUEZ JOSE GERARDO
"507514030       ";"00    ";ALL TERRAIN AUTO PARTS C.A.;LUIS WILSON BREMUS
"507602311       ";"00    ";K LUBRICANTES NAGUANAGUA C.A;LUIS CARRILLO
"5087089         ";"00    ";ALBERTO BELLO;OFICINA
"5094072         ";"00    ";JOSE DE OLIVEIRA;OFICINA
"5106808         ";"00    ";LOURDES VIELMA GODOY;RM OFICINA
"5134874         ";"00    ";WILMER ANTONIO DUBOIS BOSCAN;OFICINA
"5162252         ";"00    ";MARIO VILORIA;MARIO VILORIA
"5215872         ";"00    ";PEDRO AVILA;OFICINA
"5217488         ";"00    ";NELSON RIVERO;DOUGLAS BOCOURT
"5220943         ";"00    ";HENRY LOPEZ;OFICINA
"5222114         ";"00    ";JOSE RAUL GIL;SAMANTHA OLAVARRIA
"5245808         ";"00    ";RAMON ALFREDO SALAS;DOUGLAS BOCOURT
"5303782         ";"00    ";CARLOS JACOBO RAUSEO;OFICINA
"5306263         ";"00    ";MIGUEL PERRINO;FRANCISCO CARVAJAL
"5308501         ";"00    ";DANIELLE ELIZONDO;DOUGLAS BOCOURT
"5308927         ";"00    ";EDGAR CHACON;OFICINA
"5313719         ";"00    ";VICTOR NUÑES;DOUGLAS BOCOURT
"5336281         ";"00    ";ELADIO SANTANA;OFICINA/ LUIS PULIDO
"5388418         ";"00    ";ARMANDO CASTRILLO;JOEL PETIT
"5394985         ";"00    ";CARLOS GARANTON;MERCADO LIBRE JF
"5408811         ";"00    ";ZORAIDA HERNANDEZ;DOUGLAS BOCOURT
"5419342         ";"00    ";EDGAR VEREA;OFICINA
"5431447         ";"00    ";CAROLINA MOREAU DE BRANGER;JOEL PETIT
"5434265         ";"00    ";LUIS ESCALANTE;JOHENDER GIRO
"5506569         ";"00    ";RAIZA VALERA;OFICINA
"5516600         ";"00    ";WILLIAM RIVAS;JOSE FELIX ALVAREZ
"5518383         ";"00    ";RICARDO ARTIGAS;RICARDO ARTIGAS
"5531071         ";"00    ";GUSTAVO GONZALEZ;OFICINA
"5531164         ";"00    ";MANUEL BLANCO;OFICINA
"5531611         ";"00    ";RUBEN SOFFER;JOSE FELIX ALVAREZ
"5533842         ";"00    ";JOSE LOPEZ MEDINA;OFICINA
"5536481         ";"00    ";LUIS HORACIO LEMOINE;OFICINA
"5537872         ";"00    ";GIOVANNI GAUDEANO;FRANCISCO CARVAJAL
"5538115         ";"00    ";GABRIELDI CIANO;OFICINA
"5539578         ";"00    ";ANABELL RODRIGUEZ;DOUGLAS BOCOURT
"5540571         ";"00    ";OSCAR MEJIAS;OFICINA
"5564372         ";"00    ";MAYBA TOVAR;OFICINA
"5565512         ";"00    ";FERMIN BETANCOUTR;OFICINA
"5567925         ";"00    ";LUIS SOL;DOUGLAS BOCOURT
"5568067         ";"00    ";MANUEL MUJICA;JOSE FELIX ALVAREZ
"5579796         ";"00    ";LUIS LANDER MIJARES;OFICINA
"5590003         ";"00    ";JOSE CORONA;JOSE FELIX ALVAREZ
"5596382         ";"00    ";JOHNY MARTINEZ;JOSE FELIX ALVAREZ
"5598285         ";"00    ";LIS SALAMIA;OFICINA
"5598606         ";"06    ";JOEL PETIT;RM OFICINA
"5611576         ";"00    ";JESUS SILVA;OFICINA
"5614215         ";"00    ";CESAR DIAZ;OFICINA
"5623896         ";"00    ";ANIBAL ARTIGAS;OFICINA
"5631023         ";"00    ";MARIA BASTIDAS;JOHENDER GIRO
"5632987         ";"00    ";JOSE PEREZ;OFICINA
"5648736         ";"00    ";EVELYN VILLAFAÑE;OFICINA
"5698336         ";"00    ";MARIELA LOZADA;OFICINA
"585777          ";"00    ";ANTONIO DIAZ;OFICINA
"5863342         ";"00    ";VICTOR GIRON;OFICINA
"5874552         ";"00    ";FAY LOPEZ;OFICINA
"5880850         ";"00    ";FIDEL GONZALEZ;FELIX URBINA
"5886339         ";"00    ";CARLOS SUAREZ;OFICINA
"5887654         ";"00    ";MIGUEL SAYALERO;JOSE FELIX ALVAREZ
"5890686         ";"00    ";NELSON JOSE RAMIREZ;OFICINA
"5891602         ";"00    ";JOSE GREGORIO BARRETO;OFICINA
"5914843         ";"00    ";JOSE IZAGUIRRE;JOSE FELIX ALVAREZ
"5961556         ";"00    ";LUIS MARTINEZ;OFICINA
"5962005         ";"00    ";RAFAEL GARMENDIA;OFICINA
"5965651         ";"00    ";MORELA AROCHA;DOUGLAS BOCOURT
"5966591         ";"00    ";MAURICIO MERHEJ;LENIN GONZALEZ
"5968526         ";"00    ";EDWIN CABRERA;ALESSSANDRO MONTANARI
"5971836         ";"00    ";HORACIO ORTEGA;DOUGLAS BOCOURT
"5972506         ";"00    ";JORGE VAN DEN BUSSCHE;OFICINA
"5972616         ";"00    ";JOSE VICENTE GUTIERREZ;JOSE FELIX ALVAREZ
"5973261         ";"00    ";PEDRO LOZADA;OFICINA
"5979328         ";"00    ";JUAN POLANCO;JOHENDER GIRO
"6009544         ";"00    ";MARIO AVEGNO;JOHENDER GIRO
"6015294         ";"00    ";MARIA CABRAL;OFICINA
"6017430         ";"00    ";RICARDO CURVELO;OFICINA
"6019575         ";"00    ";JOSE LEON;GABRIEL RAMIREZ
"60346098        ";"00    ";VITELIA RODRIGUEZ;OFICINA
"6040492         ";"00    ";ENRIQUE ANGARITA;OFICINA
"6046978         ";"00    ";ARTURO SOLORZANO;DOUGLAS BOCOURT
"605511          ";"00    ";VICTOR BARRERA;OFICINA
"6087089         ";"00    ";JOSE MENDEZ;OFICINA
"6089902         ";"00    ";DOUGLAS SALAS;JOHENDER GIRO
"6094604         ";"00    ";JOSE RIVAS;OFICINA
"6095459         ";"00    ";ROBERTO ALVARADO;OFICINA
"6103385         ";"00    ";OMAIRA MARTINEZ;OFICINA
"6107929         ";"00    ";ALFREDO MONSALVE;OFICINA
"6115170         ";"00    ";DOMINGO LEON;OFICINA
"6120854         ";"00    ";LUIS NORIEGA;JOSE FELIX ALVAREZ
"6122100         ";"00    ";WILMER BARRIOS;FELIX URBINA
"6123616         ";"00    ";JOSE GONZALEZ;JOSE FELIX ALVAREZ
"6133249         ";"00    ";FERNANDO GOMEZ;OFICINA
"613434          ";"00    ";MANUEL ANTONIO POLEO;JOHENDER GIRO
"6134402         ";"00    ";CARLOS SANCHEZ;OFICINA
"6135702         ";"00    ";JOSE RAMON MORALES;OFICINA
"6137329         ";"00    ";MANUEL MOREIRA;DOUGLAS BOCOURT
"6139777         ";"00    ";JOSE ALFREDO DIAZ;DOUGLAS BOCOURT
"6177725         ";"00    ";CARLOS ACOSTA;FRANCISCO CARVAJAL
"6179881         ";"00    ";DAVID PEREIRA;FRANCISCO CARVAJAL
"6182383         ";"00    ";ANDRES ARENAS;OFICINA
"6188131         ";"00    ";JORGE BASTIDAS;OFICINA
"6192691         ";"00    ";MARIA CAROLINA  VEGA;OFICINA
"6196284         ";"00    ";DIANA REQUENA;OFICINA
"6197544         ";"00    ";ALIRIO CALDERA;JOHENDER GIRO
"6204563         ";"00    ";JOSE GRIMALDI;JOSE FELIX ALVAREZ
"6223365         ";"00    ";MIGUEL STAUFFER;OFICINA
"6224779         ";"00    ";LILIANA CONTRERAS;OFICINA
"6232533         ";"00    ";PACUALE DE LEO;OFICINA
"6241473         ";"00    ";LUIS RUBIO;JOSE FELIX ALVAREZ
"6243278         ";"00    ";EDWARDS MARQUEZ;JOHENDER GIRO
"6249007         ";"00    ";JAIRO CARDONA;OFICINA
"6265523         ";"00    ";LUIS YANES;OFICINA
"6274591         ";"00    ";JABBOUR SALMAN YAMMINE;OFICINA
"6274980         ";"00    ";JOSE ROJAS;OFICINA
"6282559         ";"00    ";BENITO DELGADO;OFICINA
"6289018         ";"00    ";CARLOS DE GOUVEIA;OFICINA
"6292947         ";"00    ";PEDRO RODRIGUEZ;OFICINA
"6295009         ";"00    ";IRUMI CONZALEZ;OFICINA
"6301517         ";"00    ";ANIBAL MONTENEGRO;OFICINA
"6307291         ";"00    ";FAUSTO PACHECO;OFICINA
"6307989         ";"00    ";ALEJANDRO CARMONA;OFICINA
"6322293         ";"00    ";YERITZA GUEVARA;DOUGLAS BOCOURT
"6323657         ";"00    ";ELIZABETH NUÑEZ;DOUGLAS BOCOURT
"6325597         ";"00    ";JOSE MEJIA;OFICINA
"6336525         ";"00    ";NELSON MENEZES;OFICINA/ LUIS PULIDO
"6337566         ";"00    ";GIOVANNA FRASCA;OFICINA
"6348833         ";"00    ";JESUS CALDERON;OFICINA
"6349636         ";"00    ";SANDRO BALDINI;OFICINA
"6353459         ";"00    ";JOSE RIVERO;OFICINA
"6357967         ";"00    ";ENRIQUE CASTRO;OFICINA
"6370966         ";"00    ";ALEXIS GUTIERREZ;"pendiente "
"6370996         ";"00    ";JULIO BELANDRIA;JOHENDER GIRO
"63743231        ";"00    ";JHONNY VARGAS;DOUGLAS BOCOURT
"6376632         ";"00    ";JOSE AVILES;DOUGLAS BOCOURT
"6377628         ";"00    ";JORGE SEDANO;OFICINA
"6399014         ";"00    ";ANIBAL GIL;DOUGLAS BOCOURT
"6403709         ";"00    ";ANGEL GARCIA;DOUGLAS BOCOURT
"640939          ";"00    ";ROSALINDA PAIVA;OFICINA
"6431077         ";"00    ";LUIS WILSON BREMUS;OFICINA
"6431527         ";"00    ";NANCY DIEZ;FRANCISCO CARVAJAL
"6438729         ";"00    ";RUBEN MARCANO;OFICINA
"644067          ";"00    ";SULINDA GARCIA G;DOUGLAS BOCOURT
"6442961         ";"00    ";JOSE LUIS ALVAREZ;JOSE FELIX ALVAREZ
"6453962         ";"00    ";YIOVANNI RAMIREZ;DOUGLAS BOCOURT
"646500          ";"00    ";PEDRO NISVALDO;JOSE FELIX ALVAREZ
"6465843         ";"00    ";ANTONIO ROSAL;OFICINA
"6469701         ";"00    ";CARLOS DE FELICE;IVAN MACUCHA
"6471628         ";"00    ";NELSON JELINEK;OFICINA
"6473447         ";"00    ";HUMBERTO VILLAROEL;OFICINA
"6474798         ";"00    ";GUILLERMO LUGO;RM OFICINA
"6480021         ";"00    ";WILLIAN DOMINGUEZ;DOUGLAS BOCOURT
"6482945         ";"00    ";RAMON PEREZ;JOSE FELIX ALVAREZ
"6500733         ";"00    ";JULIETA VERA;JOHENDER GIRO
"6503225         ";"00    ";LUIS RODOLFO BOLIVAR;FELIX URBINA
"6505350         ";"00    ";INGRID PEREZ;OFICINA
"6506268         ";"00    ";ANTHONIETA SANTI;OFICINA
"6515555         ";"00    ";ARNALDO MOSCARELLI;OFICINA
"6521506         ";"00    ";LARRY BENAVIDES;OFICINA
"6544721         ";"00    ";ARGELIA PÁEZ;OFICINA
"6547600         ";"00    ";MANUEL DE PONTE;OFICINA
